fecha,año,mes,dia,nombre_mes,nombre_dia_semana,trimestre,semana_del_año,es_evento
2022-03-28,2022,3,28,March,Monday,1,13,0
2022-03-29,2022,3,29,March,Tuesday,1,13,0
2022-03-30,2022,3,30,March,Wednesday,1,13,0
2022-03-31,2022,3,31,March,Thursday,1,13,0
2022-04-01,2022,4,1,April,Friday,2,13,0
2022-04-02,2022,4,2,April,Saturday,2,13,0
2022-04-03,2022,4,3,April,Sunday,2,13,0
2022-04-04,2022,4,4,April,Monday,2,14,0
2022-04-05,2022,4,5,April,Tuesday,2,14,0
2022-04-06,2022,4,6,April,Wednesday,2,14,0
2022-04-07,2022,4,7,April,Thursday,2,14,0
2022-04-08,2022,4,8,April,Friday,2,14,0
2022-04-09,2022,4,9,April,Saturday,2,14,0
2022-04-10,2022,4,10,April,Sunday,2,14,0
2022-04-11,2022,4,11,April,Monday,2,15,0
2022-04-12,2022,4,12,April,Tuesday,2,15,0
2022-04-13,2022,4,13,April,Wednesday,2,15,0
2022-04-14,2022,4,14,April,Thursday,2,15,0
2022-04-15,2022,4,15,April,Friday,2,15,0
2022-04-16,2022,4,16,April,Saturday,2,15,0
2022-04-17,2022,4,17,April,Sunday,2,15,0
2022-04-18,2022,4,18,April,Monday,2,16,0
2022-04-19,2022,4,19,April,Tuesday,2,16,0
2022-04-20,2022,4,20,April,Wednesday,2,16,0
2022-04-21,2022,4,21,April,Thursday,2,16,0
2022-04-22,2022,4,22,April,Friday,2,16,0
2022-04-23,2022,4,23,April,Saturday,2,16,0
2022-04-24,2022,4,24,April,Sunday,2,16,0
2022-04-25,2022,4,25,April,Monday,2,17,0
2022-04-26,2022,4,26,April,Tuesday,2,17,0
2022-04-27,2022,4,27,April,Wednesday,2,17,0
2022-04-28,2022,4,28,April,Thursday,2,17,0
2022-04-29,2022,4,29,April,Friday,2,17,0
2022-04-30,2022,4,30,April,Saturday,2,17,0
2022-05-01,2022,5,1,May,Sunday,2,17,0
2022-05-02,2022,5,2,May,Monday,2,18,0
2022-05-03,2022,5,3,May,Tuesday,2,18,0
2022-05-04,2022,5,4,May,Wednesday,2,18,0
2022-05-05,2022,5,5,May,Thursday,2,18,0
2022-05-06,2022,5,6,May,Friday,2,18,0
2022-05-07,2022,5,7,May,Saturday,2,18,0
2022-05-08,2022,5,8,May,Sunday,2,18,0
2022-05-09,2022,5,9,May,Monday,2,19,1
2022-05-10,2022,5,10,May,Tuesday,2,19,1
2022-05-11,2022,5,11,May,Wednesday,2,19,1
2022-05-12,2022,5,12,May,Thursday,2,19,0
2022-05-13,2022,5,13,May,Friday,2,19,0
2022-05-14,2022,5,14,May,Saturday,2,19,0
2022-05-15,2022,5,15,May,Sunday,2,19,0
2022-05-16,2022,5,16,May,Monday,2,20,0
2022-05-17,2022,5,17,May,Tuesday,2,20,0
2022-05-18,2022,5,18,May,Wednesday,2,20,0
2022-05-19,2022,5,19,May,Thursday,2,20,0
2022-05-20,2022,5,20,May,Friday,2,20,0
2022-05-21,2022,5,21,May,Saturday,2,20,0
2022-05-22,2022,5,22,May,Sunday,2,20,0
2022-05-23,2022,5,23,May,Monday,2,21,0
2022-05-24,2022,5,24,May,Tuesday,2,21,0
2022-05-25,2022,5,25,May,Wednesday,2,21,0
2022-05-26,2022,5,26,May,Thursday,2,21,0
2022-05-27,2022,5,27,May,Friday,2,21,0
2022-05-28,2022,5,28,May,Saturday,2,21,0
2022-05-29,2022,5,29,May,Sunday,2,21,0
2022-05-30,2022,5,30,May,Monday,2,22,0
2022-05-31,2022,5,31,May,Tuesday,2,22,0
2022-06-01,2022,6,1,June,Wednesday,2,22,0
2022-06-02,2022,6,2,June,Thursday,2,22,0
2022-06-03,2022,6,3,June,Friday,2,22,0
2022-06-04,2022,6,4,June,Saturday,2,22,0
2022-06-05,2022,6,5,June,Sunday,2,22,0
2022-06-06,2022,6,6,June,Monday,2,23,0
2022-06-07,2022,6,7,June,Tuesday,2,23,0
2022-06-08,2022,6,8,June,Wednesday,2,23,0
2022-06-09,2022,6,9,June,Thursday,2,23,0
2022-06-10,2022,6,10,June,Friday,2,23,0
2022-06-11,2022,6,11,June,Saturday,2,23,0
2022-06-12,2022,6,12,June,Sunday,2,23,0
2022-06-13,2022,6,13,June,Monday,2,24,0
2022-06-14,2022,6,14,June,Tuesday,2,24,0
2022-06-15,2022,6,15,June,Wednesday,2,24,0
2022-06-16,2022,6,16,June,Thursday,2,24,0
2022-06-17,2022,6,17,June,Friday,2,24,0
2022-06-18,2022,6,18,June,Saturday,2,24,0
2022-06-19,2022,6,19,June,Sunday,2,24,0
2022-06-20,2022,6,20,June,Monday,2,25,0
2022-06-21,2022,6,21,June,Tuesday,2,25,0
2022-06-22,2022,6,22,June,Wednesday,2,25,0
2022-06-23,2022,6,23,June,Thursday,2,25,0
2022-06-24,2022,6,24,June,Friday,2,25,0
2022-06-25,2022,6,25,June,Saturday,2,25,0
2022-06-26,2022,6,26,June,Sunday,2,25,0
2022-06-27,2022,6,27,June,Monday,2,26,0
2022-06-28,2022,6,28,June,Tuesday,2,26,0
2022-06-29,2022,6,29,June,Wednesday,2,26,0
2022-06-30,2022,6,30,June,Thursday,2,26,0
2022-07-01,2022,7,1,July,Friday,3,26,0
2022-07-02,2022,7,2,July,Saturday,3,26,0
2022-07-03,2022,7,3,July,Sunday,3,26,0
2022-07-04,2022,7,4,July,Monday,3,27,0
2022-07-05,2022,7,5,July,Tuesday,3,27,0
2022-07-06,2022,7,6,July,Wednesday,3,27,0
2022-07-07,2022,7,7,July,Thursday,3,27,0
2022-07-08,2022,7,8,July,Friday,3,27,0
2022-07-09,2022,7,9,July,Saturday,3,27,0
2022-07-10,2022,7,10,July,Sunday,3,27,0
2022-07-11,2022,7,11,July,Monday,3,28,0
2022-07-12,2022,7,12,July,Tuesday,3,28,0
2022-07-13,2022,7,13,July,Wednesday,3,28,0
2022-07-14,2022,7,14,July,Thursday,3,28,0
2022-07-15,2022,7,15,July,Friday,3,28,0
2022-07-16,2022,7,16,July,Saturday,3,28,0
2022-07-17,2022,7,17,July,Sunday,3,28,0
2022-07-18,2022,7,18,July,Monday,3,29,0
2022-07-19,2022,7,19,July,Tuesday,3,29,0
2022-07-20,2022,7,20,July,Wednesday,3,29,0
2022-07-21,2022,7,21,July,Thursday,3,29,0
2022-07-22,2022,7,22,July,Friday,3,29,0
2022-07-23,2022,7,23,July,Saturday,3,29,0
2022-07-24,2022,7,24,July,Sunday,3,29,0
2022-07-25,2022,7,25,July,Monday,3,30,0
2022-07-26,2022,7,26,July,Tuesday,3,30,0
2022-07-27,2022,7,27,July,Wednesday,3,30,0
2022-07-28,2022,7,28,July,Thursday,3,30,0
2022-07-29,2022,7,29,July,Friday,3,30,0
2022-07-30,2022,7,30,July,Saturday,3,30,0
2022-07-31,2022,7,31,July,Sunday,3,30,0
2022-08-01,2022,8,1,August,Monday,3,31,0
2022-08-02,2022,8,2,August,Tuesday,3,31,0
2022-08-03,2022,8,3,August,Wednesday,3,31,0
2022-08-04,2022,8,4,August,Thursday,3,31,0
2022-08-05,2022,8,5,August,Friday,3,31,0
2022-08-06,2022,8,6,August,Saturday,3,31,0
2022-08-07,2022,8,7,August,Sunday,3,31,0
2022-08-08,2022,8,8,August,Monday,3,32,0
2022-08-09,2022,8,9,August,Tuesday,3,32,0
2022-08-10,2022,8,10,August,Wednesday,3,32,0
2022-08-11,2022,8,11,August,Thursday,3,32,0
2022-08-12,2022,8,12,August,Friday,3,32,0
2022-08-13,2022,8,13,August,Saturday,3,32,0
2022-08-14,2022,8,14,August,Sunday,3,32,0
2022-08-15,2022,8,15,August,Monday,3,33,0
2022-08-16,2022,8,16,August,Tuesday,3,33,0
2022-08-17,2022,8,17,August,Wednesday,3,33,0
2022-08-18,2022,8,18,August,Thursday,3,33,0
2022-08-19,2022,8,19,August,Friday,3,33,0
2022-08-20,2022,8,20,August,Saturday,3,33,0
2022-08-21,2022,8,21,August,Sunday,3,33,0
2022-08-22,2022,8,22,August,Monday,3,34,0
2022-08-23,2022,8,23,August,Tuesday,3,34,0
2022-08-24,2022,8,24,August,Wednesday,3,34,0
2022-08-25,2022,8,25,August,Thursday,3,34,0
2022-08-26,2022,8,26,August,Friday,3,34,0
2022-08-27,2022,8,27,August,Saturday,3,34,0
2022-08-28,2022,8,28,August,Sunday,3,34,0
2022-08-29,2022,8,29,August,Monday,3,35,0
2022-08-30,2022,8,30,August,Tuesday,3,35,0
2022-08-31,2022,8,31,August,Wednesday,3,35,0
2022-09-01,2022,9,1,September,Thursday,3,35,0
2022-09-02,2022,9,2,September,Friday,3,35,0
2022-09-03,2022,9,3,September,Saturday,3,35,0
2022-09-04,2022,9,4,September,Sunday,3,35,0
2022-09-05,2022,9,5,September,Monday,3,36,0
2022-09-06,2022,9,6,September,Tuesday,3,36,0
2022-09-07,2022,9,7,September,Wednesday,3,36,0
2022-09-08,2022,9,8,September,Thursday,3,36,0
2022-09-09,2022,9,9,September,Friday,3,36,0
2022-09-10,2022,9,10,September,Saturday,3,36,0
2022-09-11,2022,9,11,September,Sunday,3,36,0
2022-09-12,2022,9,12,September,Monday,3,37,0
2022-09-13,2022,9,13,September,Tuesday,3,37,0
2022-09-14,2022,9,14,September,Wednesday,3,37,0
2022-09-15,2022,9,15,September,Thursday,3,37,0
2022-09-16,2022,9,16,September,Friday,3,37,0
2022-09-17,2022,9,17,September,Saturday,3,37,0
2022-09-18,2022,9,18,September,Sunday,3,37,0
2022-09-19,2022,9,19,September,Monday,3,38,0
2022-09-20,2022,9,20,September,Tuesday,3,38,0
2022-09-21,2022,9,21,September,Wednesday,3,38,0
2022-09-22,2022,9,22,September,Thursday,3,38,0
2022-09-23,2022,9,23,September,Friday,3,38,0
2022-09-24,2022,9,24,September,Saturday,3,38,0
2022-09-25,2022,9,25,September,Sunday,3,38,0
2022-09-26,2022,9,26,September,Monday,3,39,0
2022-09-27,2022,9,27,September,Tuesday,3,39,0
2022-09-28,2022,9,28,September,Wednesday,3,39,0
2022-09-29,2022,9,29,September,Thursday,3,39,0
2022-09-30,2022,9,30,September,Friday,3,39,0
2022-10-01,2022,10,1,October,Saturday,4,39,0
2022-10-02,2022,10,2,October,Sunday,4,39,0
2022-10-03,2022,10,3,October,Monday,4,40,0
2022-10-04,2022,10,4,October,Tuesday,4,40,0
2022-10-05,2022,10,5,October,Wednesday,4,40,0
2022-10-06,2022,10,6,October,Thursday,4,40,0
2022-10-07,2022,10,7,October,Friday,4,40,0
2022-10-08,2022,10,8,October,Saturday,4,40,0
2022-10-09,2022,10,9,October,Sunday,4,40,0
2022-10-10,2022,10,10,October,Monday,4,41,0
2022-10-11,2022,10,11,October,Tuesday,4,41,0
2022-10-12,2022,10,12,October,Wednesday,4,41,0
2022-10-13,2022,10,13,October,Thursday,4,41,0
2022-10-14,2022,10,14,October,Friday,4,41,0
2022-10-15,2022,10,15,October,Saturday,4,41,0
2022-10-16,2022,10,16,October,Sunday,4,41,0
2022-10-17,2022,10,17,October,Monday,4,42,0
2022-10-18,2022,10,18,October,Tuesday,4,42,0
2022-10-19,2022,10,19,October,Wednesday,4,42,0
2022-10-20,2022,10,20,October,Thursday,4,42,0
2022-10-21,2022,10,21,October,Friday,4,42,0
2022-10-22,2022,10,22,October,Saturday,4,42,0
2022-10-23,2022,10,23,October,Sunday,4,42,0
2022-10-24,2022,10,24,October,Monday,4,43,0
2022-10-25,2022,10,25,October,Tuesday,4,43,0
2022-10-26,2022,10,26,October,Wednesday,4,43,0
2022-10-27,2022,10,27,October,Thursday,4,43,0
2022-10-28,2022,10,28,October,Friday,4,43,0
2022-10-29,2022,10,29,October,Saturday,4,43,0
2022-10-30,2022,10,30,October,Sunday,4,43,0
2022-10-31,2022,10,31,October,Monday,4,44,0
2022-11-01,2022,11,1,November,Tuesday,4,44,0
2022-11-02,2022,11,2,November,Wednesday,4,44,0
2022-11-03,2022,11,3,November,Thursday,4,44,0
2022-11-04,2022,11,4,November,Friday,4,44,0
2022-11-05,2022,11,5,November,Saturday,4,44,0
2022-11-06,2022,11,6,November,Sunday,4,44,0
2022-11-07,2022,11,7,November,Monday,4,45,1
2022-11-08,2022,11,8,November,Tuesday,4,45,1
2022-11-09,2022,11,9,November,Wednesday,4,45,1
2022-11-10,2022,11,10,November,Thursday,4,45,0
2022-11-11,2022,11,11,November,Friday,4,45,0
2022-11-12,2022,11,12,November,Saturday,4,45,0
2022-11-13,2022,11,13,November,Sunday,4,45,0
2022-11-14,2022,11,14,November,Monday,4,46,0
2022-11-15,2022,11,15,November,Tuesday,4,46,0
2022-11-16,2022,11,16,November,Wednesday,4,46,0
2022-11-17,2022,11,17,November,Thursday,4,46,0
2022-11-18,2022,11,18,November,Friday,4,46,0
2022-11-19,2022,11,19,November,Saturday,4,46,0
2022-11-20,2022,11,20,November,Sunday,4,46,0
2022-11-21,2022,11,21,November,Monday,4,47,0
2022-11-22,2022,11,22,November,Tuesday,4,47,0
2022-11-23,2022,11,23,November,Wednesday,4,47,0
2022-11-24,2022,11,24,November,Thursday,4,47,0
2022-11-25,2022,11,25,November,Friday,4,47,0
2022-11-26,2022,11,26,November,Saturday,4,47,0
2022-11-27,2022,11,27,November,Sunday,4,47,0
2022-11-28,2022,11,28,November,Monday,4,48,0
2022-11-29,2022,11,29,November,Tuesday,4,48,0
2022-11-30,2022,11,30,November,Wednesday,4,48,0
2022-12-01,2022,12,1,December,Thursday,4,48,0
2022-12-02,2022,12,2,December,Friday,4,48,0
2022-12-03,2022,12,3,December,Saturday,4,48,0
2022-12-04,2022,12,4,December,Sunday,4,48,0
2022-12-05,2022,12,5,December,Monday,4,49,0
2022-12-06,2022,12,6,December,Tuesday,4,49,0
2022-12-07,2022,12,7,December,Wednesday,4,49,0
2022-12-08,2022,12,8,December,Thursday,4,49,0
2022-12-09,2022,12,9,December,Friday,4,49,0
2022-12-10,2022,12,10,December,Saturday,4,49,0
2022-12-11,2022,12,11,December,Sunday,4,49,0
2022-12-12,2022,12,12,December,Monday,4,50,0
2022-12-13,2022,12,13,December,Tuesday,4,50,0
2022-12-14,2022,12,14,December,Wednesday,4,50,0
2022-12-15,2022,12,15,December,Thursday,4,50,0
2022-12-16,2022,12,16,December,Friday,4,50,0
2022-12-17,2022,12,17,December,Saturday,4,50,0
2022-12-18,2022,12,18,December,Sunday,4,50,0
2022-12-19,2022,12,19,December,Monday,4,51,0
2022-12-20,2022,12,20,December,Tuesday,4,51,0
2022-12-21,2022,12,21,December,Wednesday,4,51,0
2022-12-22,2022,12,22,December,Thursday,4,51,0
2022-12-23,2022,12,23,December,Friday,4,51,0
2022-12-24,2022,12,24,December,Saturday,4,51,0
2022-12-25,2022,12,25,December,Sunday,4,51,0
2022-12-26,2022,12,26,December,Monday,4,52,0
2022-12-27,2022,12,27,December,Tuesday,4,52,0
2022-12-28,2022,12,28,December,Wednesday,4,52,0
2022-12-29,2022,12,29,December,Thursday,4,52,0
2022-12-30,2022,12,30,December,Friday,4,52,0
2022-12-31,2022,12,31,December,Saturday,4,52,0
2023-01-01,2023,1,1,January,Sunday,1,52,0
2023-01-02,2023,1,2,January,Monday,1,1,0
2023-01-03,2023,1,3,January,Tuesday,1,1,0
2023-01-04,2023,1,4,January,Wednesday,1,1,0
2023-01-05,2023,1,5,January,Thursday,1,1,0
2023-01-06,2023,1,6,January,Friday,1,1,0
2023-01-07,2023,1,7,January,Saturday,1,1,0
2023-01-08,2023,1,8,January,Sunday,1,1,0
2023-01-09,2023,1,9,January,Monday,1,2,0
2023-01-10,2023,1,10,January,Tuesday,1,2,0
2023-01-11,2023,1,11,January,Wednesday,1,2,0
2023-01-12,2023,1,12,January,Thursday,1,2,0
2023-01-13,2023,1,13,January,Friday,1,2,0
2023-01-14,2023,1,14,January,Saturday,1,2,0
2023-01-15,2023,1,15,January,Sunday,1,2,0
2023-01-16,2023,1,16,January,Monday,1,3,0
2023-01-17,2023,1,17,January,Tuesday,1,3,0
2023-01-18,2023,1,18,January,Wednesday,1,3,0
2023-01-19,2023,1,19,January,Thursday,1,3,0
2023-01-20,2023,1,20,January,Friday,1,3,0
2023-01-21,2023,1,21,January,Saturday,1,3,0
2023-01-22,2023,1,22,January,Sunday,1,3,0
2023-01-23,2023,1,23,January,Monday,1,4,0
2023-01-24,2023,1,24,January,Tuesday,1,4,0
2023-01-25,2023,1,25,January,Wednesday,1,4,0
2023-01-26,2023,1,26,January,Thursday,1,4,0
2023-01-27,2023,1,27,January,Friday,1,4,0
2023-01-28,2023,1,28,January,Saturday,1,4,0
2023-01-29,2023,1,29,January,Sunday,1,4,0
2023-01-30,2023,1,30,January,Monday,1,5,0
2023-01-31,2023,1,31,January,Tuesday,1,5,0
2023-02-01,2023,2,1,February,Wednesday,1,5,0
2023-02-02,2023,2,2,February,Thursday,1,5,0
2023-02-03,2023,2,3,February,Friday,1,5,0
2023-02-04,2023,2,4,February,Saturday,1,5,0
2023-02-05,2023,2,5,February,Sunday,1,5,0
2023-02-06,2023,2,6,February,Monday,1,6,0
2023-02-07,2023,2,7,February,Tuesday,1,6,0
2023-02-08,2023,2,8,February,Wednesday,1,6,0
2023-02-09,2023,2,9,February,Thursday,1,6,0
2023-02-10,2023,2,10,February,Friday,1,6,0
2023-02-11,2023,2,11,February,Saturday,1,6,0
2023-02-12,2023,2,12,February,Sunday,1,6,0
2023-02-13,2023,2,13,February,Monday,1,7,0
2023-02-14,2023,2,14,February,Tuesday,1,7,0
2023-02-15,2023,2,15,February,Wednesday,1,7,0
2023-02-16,2023,2,16,February,Thursday,1,7,0
2023-02-17,2023,2,17,February,Friday,1,7,0
2023-02-18,2023,2,18,February,Saturday,1,7,0
2023-02-19,2023,2,19,February,Sunday,1,7,0
2023-02-20,2023,2,20,February,Monday,1,8,0
2023-02-21,2023,2,21,February,Tuesday,1,8,0
2023-02-22,2023,2,22,February,Wednesday,1,8,0
2023-02-23,2023,2,23,February,Thursday,1,8,0
2023-02-24,2023,2,24,February,Friday,1,8,0
2023-02-25,2023,2,25,February,Saturday,1,8,0
2023-02-26,2023,2,26,February,Sunday,1,8,0
2023-02-27,2023,2,27,February,Monday,1,9,0
2023-02-28,2023,2,28,February,Tuesday,1,9,0
2023-03-01,2023,3,1,March,Wednesday,1,9,0
2023-03-02,2023,3,2,March,Thursday,1,9,0
2023-03-03,2023,3,3,March,Friday,1,9,0
2023-03-04,2023,3,4,March,Saturday,1,9,0
2023-03-05,2023,3,5,March,Sunday,1,9,0
2023-03-06,2023,3,6,March,Monday,1,10,0
2023-03-07,2023,3,7,March,Tuesday,1,10,0
2023-03-08,2023,3,8,March,Wednesday,1,10,0
2023-03-09,2023,3,9,March,Thursday,1,10,0
2023-03-10,2023,3,10,March,Friday,1,10,0
2023-03-11,2023,3,11,March,Saturday,1,10,0
2023-03-12,2023,3,12,March,Sunday,1,10,0
2023-03-13,2023,3,13,March,Monday,1,11,0
2023-03-14,2023,3,14,March,Tuesday,1,11,0
2023-03-15,2023,3,15,March,Wednesday,1,11,0
2023-03-16,2023,3,16,March,Thursday,1,11,0
2023-03-17,2023,3,17,March,Friday,1,11,0
2023-03-18,2023,3,18,March,Saturday,1,11,0
2023-03-19,2023,3,19,March,Sunday,1,11,0
2023-03-20,2023,3,20,March,Monday,1,12,0
2023-03-21,2023,3,21,March,Tuesday,1,12,0
2023-03-22,2023,3,22,March,Wednesday,1,12,0
2023-03-23,2023,3,23,March,Thursday,1,12,0
2023-03-24,2023,3,24,March,Friday,1,12,0
2023-03-25,2023,3,25,March,Saturday,1,12,0
2023-03-26,2023,3,26,March,Sunday,1,12,0
2023-03-27,2023,3,27,March,Monday,1,13,0
2023-03-28,2023,3,28,March,Tuesday,1,13,0
2023-03-29,2023,3,29,March,Wednesday,1,13,0
2023-03-30,2023,3,30,March,Thursday,1,13,0
2023-03-31,2023,3,31,March,Friday,1,13,0
2023-04-01,2023,4,1,April,Saturday,2,13,0
2023-04-02,2023,4,2,April,Sunday,2,13,0
2023-04-03,2023,4,3,April,Monday,2,14,0
2023-04-04,2023,4,4,April,Tuesday,2,14,0
2023-04-05,2023,4,5,April,Wednesday,2,14,0
2023-04-06,2023,4,6,April,Thursday,2,14,0
2023-04-07,2023,4,7,April,Friday,2,14,0
2023-04-08,2023,4,8,April,Saturday,2,14,0
2023-04-09,2023,4,9,April,Sunday,2,14,0
2023-04-10,2023,4,10,April,Monday,2,15,0
2023-04-11,2023,4,11,April,Tuesday,2,15,0
2023-04-12,2023,4,12,April,Wednesday,2,15,0
2023-04-13,2023,4,13,April,Thursday,2,15,0
2023-04-14,2023,4,14,April,Friday,2,15,0
2023-04-15,2023,4,15,April,Saturday,2,15,0
2023-04-16,2023,4,16,April,Sunday,2,15,0
2023-04-17,2023,4,17,April,Monday,2,16,0
2023-04-18,2023,4,18,April,Tuesday,2,16,0
2023-04-19,2023,4,19,April,Wednesday,2,16,0
2023-04-20,2023,4,20,April,Thursday,2,16,0
2023-04-21,2023,4,21,April,Friday,2,16,0
2023-04-22,2023,4,22,April,Saturday,2,16,0
2023-04-23,2023,4,23,April,Sunday,2,16,0
2023-04-24,2023,4,24,April,Monday,2,17,0
2023-04-25,2023,4,25,April,Tuesday,2,17,0
2023-04-26,2023,4,26,April,Wednesday,2,17,0
2023-04-27,2023,4,27,April,Thursday,2,17,0
2023-04-28,2023,4,28,April,Friday,2,17,0
2023-04-29,2023,4,29,April,Saturday,2,17,0
2023-04-30,2023,4,30,April,Sunday,2,17,0
2023-05-01,2023,5,1,May,Monday,2,18,0
2023-05-02,2023,5,2,May,Tuesday,2,18,0
2023-05-03,2023,5,3,May,Wednesday,2,18,0
2023-05-04,2023,5,4,May,Thursday,2,18,0
2023-05-05,2023,5,5,May,Friday,2,18,0
2023-05-06,2023,5,6,May,Saturday,2,18,0
2023-05-07,2023,5,7,May,Sunday,2,18,0
2023-05-08,2023,5,8,May,Monday,2,19,1
2023-05-09,2023,5,9,May,Tuesday,2,19,1
2023-05-10,2023,5,10,May,Wednesday,2,19,1
2023-05-11,2023,5,11,May,Thursday,2,19,0
2023-05-12,2023,5,12,May,Friday,2,19,0
2023-05-13,2023,5,13,May,Saturday,2,19,0
2023-05-14,2023,5,14,May,Sunday,2,19,0
2023-05-15,2023,5,15,May,Monday,2,20,0
2023-05-16,2023,5,16,May,Tuesday,2,20,0
2023-05-17,2023,5,17,May,Wednesday,2,20,0
2023-05-18,2023,5,18,May,Thursday,2,20,0
2023-05-19,2023,5,19,May,Friday,2,20,0
2023-05-20,2023,5,20,May,Saturday,2,20,0
2023-05-21,2023,5,21,May,Sunday,2,20,0
2023-05-22,2023,5,22,May,Monday,2,21,0
2023-05-23,2023,5,23,May,Tuesday,2,21,0
2023-05-24,2023,5,24,May,Wednesday,2,21,0
2023-05-25,2023,5,25,May,Thursday,2,21,0
2023-05-26,2023,5,26,May,Friday,2,21,0
2023-05-27,2023,5,27,May,Saturday,2,21,0
2023-05-28,2023,5,28,May,Sunday,2,21,0
2023-05-29,2023,5,29,May,Monday,2,22,0
2023-05-30,2023,5,30,May,Tuesday,2,22,0
2023-05-31,2023,5,31,May,Wednesday,2,22,0
2023-06-01,2023,6,1,June,Thursday,2,22,0
2023-06-02,2023,6,2,June,Friday,2,22,0
2023-06-03,2023,6,3,June,Saturday,2,22,0
2023-06-04,2023,6,4,June,Sunday,2,22,0
2023-06-05,2023,6,5,June,Monday,2,23,0
2023-06-06,2023,6,6,June,Tuesday,2,23,0
2023-06-07,2023,6,7,June,Wednesday,2,23,0
2023-06-08,2023,6,8,June,Thursday,2,23,0
2023-06-09,2023,6,9,June,Friday,2,23,0
2023-06-10,2023,6,10,June,Saturday,2,23,0
2023-06-11,2023,6,11,June,Sunday,2,23,0
2023-06-12,2023,6,12,June,Monday,2,24,0
2023-06-13,2023,6,13,June,Tuesday,2,24,0
2023-06-14,2023,6,14,June,Wednesday,2,24,0
2023-06-15,2023,6,15,June,Thursday,2,24,0
2023-06-16,2023,6,16,June,Friday,2,24,0
2023-06-17,2023,6,17,June,Saturday,2,24,0
2023-06-18,2023,6,18,June,Sunday,2,24,0
2023-06-19,2023,6,19,June,Monday,2,25,0
2023-06-20,2023,6,20,June,Tuesday,2,25,0
2023-06-21,2023,6,21,June,Wednesday,2,25,0
2023-06-22,2023,6,22,June,Thursday,2,25,0
2023-06-23,2023,6,23,June,Friday,2,25,0
2023-06-24,2023,6,24,June,Saturday,2,25,0
2023-06-25,2023,6,25,June,Sunday,2,25,0
2023-06-26,2023,6,26,June,Monday,2,26,0
2023-06-27,2023,6,27,June,Tuesday,2,26,0
2023-06-28,2023,6,28,June,Wednesday,2,26,0
2023-06-29,2023,6,29,June,Thursday,2,26,0
2023-06-30,2023,6,30,June,Friday,2,26,0
2023-07-01,2023,7,1,July,Saturday,3,26,0
2023-07-02,2023,7,2,July,Sunday,3,26,0
2023-07-03,2023,7,3,July,Monday,3,27,0
2023-07-04,2023,7,4,July,Tuesday,3,27,0
2023-07-05,2023,7,5,July,Wednesday,3,27,0
2023-07-06,2023,7,6,July,Thursday,3,27,0
2023-07-07,2023,7,7,July,Friday,3,27,0
2023-07-08,2023,7,8,July,Saturday,3,27,0
2023-07-09,2023,7,9,July,Sunday,3,27,0
2023-07-10,2023,7,10,July,Monday,3,28,0
2023-07-11,2023,7,11,July,Tuesday,3,28,0
2023-07-12,2023,7,12,July,Wednesday,3,28,0
2023-07-13,2023,7,13,July,Thursday,3,28,0
2023-07-14,2023,7,14,July,Friday,3,28,0
2023-07-15,2023,7,15,July,Saturday,3,28,0
2023-07-16,2023,7,16,July,Sunday,3,28,0
2023-07-17,2023,7,17,July,Monday,3,29,0
2023-07-18,2023,7,18,July,Tuesday,3,29,0
2023-07-19,2023,7,19,July,Wednesday,3,29,0
2023-07-20,2023,7,20,July,Thursday,3,29,0
2023-07-21,2023,7,21,July,Friday,3,29,0
2023-07-22,2023,7,22,July,Saturday,3,29,0
2023-07-23,2023,7,23,July,Sunday,3,29,0
2023-07-24,2023,7,24,July,Monday,3,30,0
2023-07-25,2023,7,25,July,Tuesday,3,30,0
2023-07-26,2023,7,26,July,Wednesday,3,30,0
2023-07-27,2023,7,27,July,Thursday,3,30,0
2023-07-28,2023,7,28,July,Friday,3,30,0
2023-07-29,2023,7,29,July,Saturday,3,30,0
2023-07-30,2023,7,30,July,Sunday,3,30,0
2023-07-31,2023,7,31,July,Monday,3,31,0
2023-08-01,2023,8,1,August,Tuesday,3,31,0
2023-08-02,2023,8,2,August,Wednesday,3,31,0
2023-08-03,2023,8,3,August,Thursday,3,31,0
2023-08-04,2023,8,4,August,Friday,3,31,0
2023-08-05,2023,8,5,August,Saturday,3,31,0
2023-08-06,2023,8,6,August,Sunday,3,31,0
2023-08-07,2023,8,7,August,Monday,3,32,0
2023-08-08,2023,8,8,August,Tuesday,3,32,0
2023-08-09,2023,8,9,August,Wednesday,3,32,0
2023-08-10,2023,8,10,August,Thursday,3,32,0
2023-08-11,2023,8,11,August,Friday,3,32,0
2023-08-12,2023,8,12,August,Saturday,3,32,0
2023-08-13,2023,8,13,August,Sunday,3,32,0
2023-08-14,2023,8,14,August,Monday,3,33,0
2023-08-15,2023,8,15,August,Tuesday,3,33,0
2023-08-16,2023,8,16,August,Wednesday,3,33,0
2023-08-17,2023,8,17,August,Thursday,3,33,0
2023-08-18,2023,8,18,August,Friday,3,33,0
2023-08-19,2023,8,19,August,Saturday,3,33,0
2023-08-20,2023,8,20,August,Sunday,3,33,0
2023-08-21,2023,8,21,August,Monday,3,34,0
2023-08-22,2023,8,22,August,Tuesday,3,34,0
2023-08-23,2023,8,23,August,Wednesday,3,34,0
2023-08-24,2023,8,24,August,Thursday,3,34,0
2023-08-25,2023,8,25,August,Friday,3,34,0
